station_name,station_code
山北,004941
山口,005358
山口,008418
山口団地,000812
山名,002452
山吹,004295
山城,005868
山城多賀,006556
山城青谷,006500
山家,005132
山寺,001134
山岡,004967
山岸,000785
山崎,006329
山崎,000411
山崎,005213
山川,010117
山形,001194
山手,004752
山方宿,002052
山本,009316
山本,006531
山東,008397
山梨市,003734
山河内,008883
山瀬,008515
山王,002659
山王,005521
山田,004010
山田,006604
山田,003122
山田上口,007849
山田川,006888
山田西町,009009
山科,006043
山西,008717
山谷,009482
山越,000413
山部,000147
山郷,005276
山都,001410
山門,005650
山陽垂水,007512
山陽塩屋,007496
山陽天満,006652
山陽女学園前,008140
山陽姫路,006497
山陽明石,007429
山陽曽根,006725
山陽網干,006691
山陽須磨,007457
山陽魚住,007155
山隈,009299
山麓,008716
山鼻19条,000284
山鼻9条,000261
岐南,004862
岐波,008589
岐阜,004788
岐阜羽島,005065
岡,001266
岡地,006577
岡場,006532
岡寺,007899
岡山,007310
岡山駅前,007337
岡崎,006251
岡崎公園前,006177
岡崎前,008403
岡本,008304
岡本,006930
岡本,002072
岡田,008815
岡田,008380
岡田浦,008091
岡町,006717
岡花,009218
岡見,006738
岡谷,002696
岡部,002541
岩ノ下,000970
岩井,005717
岩代,008833
岩代清水,001361
岩倉,005762
岩倉,008564
岩倉,005165
岩出,008327
岩出山,001039
岩切,001141
岩原,005117
岩原スキー場前,001725
岩国,008419
岩城みなと,000843
岩塚,005504
岩室,001383
岩宿,002274
岩屋,009372
岩屋,007058
岩屋橋,009799
岩山,005903
岩峅寺,002064
岩島,002110
岩手上郷,000910
岩手二日町,000885
岩手川口,000743
岩手船越,000860
岩手飯岡,000807
岩本,002071
岩本町,003655
岩村,004918
岩村田,002455
岩松,009667
岩根橋,000877
岩槻,002833
岩水寺,006466
岩沢,000900
岩沼,001228
岩泉小本,000763
岩波,005311
岩滝口,004363
岩瀬,002334
岩瀬浜,001838
岩田,008591
岩美,004303
岩舟,002381
岩船町,001210
岩見沢,000153
岩野目,000741
岩間,002435
岩館,000643
岩鼻,008596
岳南原田,005479
岳南富士岡,005497
岳南江尾,005513
岸和田,007925
岸本,004869
岸根公園,004539
岸辺,006721
岸里,007493
岸里玉出,007517
峠,001341
峠下,000068
峰吉川,000838
峰山,004111
峰延,000146
島ノ関,005981
島ヶ原,006752
島内,002492
島原,009777
島原港,009811
島原船津,009807
島尾,001776
島本,006359
島松,000328
島氏永,005180
島田,008588
島田,006489
島越,000744
島高松,002496
崇城大学前,009719
崇禅寺,006924
崇福寺,009842
崎守,000402
崎山,008965
崎平,005721
嵐山,005931
嵐山,005967
嵐電天神川,005965
嵐電嵯峨,005927
嵯峨嵐山,005914
巌根,004774
川中島,002060
川之江,008567
川井,003062
川俣,002537
川倉,000508
川内,009984
川内,000813
川内,001174
川前,001587
川南,009923
川原湯温泉,002135
川原町,006112
川原石,008338
川口,003086
川口元郷,003092
川合高岡,007394
川名,005534
川和町,004438
川奈,006191
川宮,005325
川尻,009837
川岸,002719
川島,002434
川崎,004432
川崎大師,004413
川崎新町,004461
川村,009920
川村,005314
川東,009442
川東,001560
川根両国,005639
川根小山,005557
川根温泉笹間渡,006158
川桁,001447
川棚,009593
川棚温泉,008449
川治温泉,001736
川治湯元,001732
川添,007984
川渡温泉,001020
川湯温泉,000113
川田,008514
川端,000332
川西,008438
川西,007856
川西池田,006522
川西能勢口,006501
川角,002850
川越,002909
川越富洲原,005928
川越市,002893
川跡,004848
川路,004671
川辺,000928
川辺宿,007501
川辺沖,001591
川部,000575
川間,002788
巣子,000771
巣鴨,003354
巣鴨新田,003351
工学部前,010064
工業団地,009634
工機前,002292
左京山,005766
左堰,000511
左沢,001104
左石,009507
左通,000769
巻,001368
巻向,007742
巽ヶ丘,006160
市が尾,004360
市ノ川,009652
市ノ瀬,004646
市ヶ谷,003671
市原,005728
市坪,008804
市城,002105
市場,006524
市場,006546
市場,008888
市場前,004001
市塙,002143
市大医学部,004984
市尾,007949
市岡,006148
市島,005327
市川,003403
市川塩浜,003870
市川大野,003234
市川大門,004337
市川本町,004335
市川真間,003380
市布,009734
市役所,005413
市役所前,008764
市役所前,008676
市役所前,008089
市役所前,010036
市役所前,004203
市役所前,002026
市役所前,000463
市役所前,006757
市振,001698
市来,010021
市棚,009847
市民会館,009828
市民公園前,004822
市民広場,007340
市民病院前,001842
市波,002733
市田,004371
市立体育館前（県庁通）,009788
市立病院前,010128
市立病院前,010059
市辺,005687
市部,006944
布佐,003002
布原,006067
布崎,004678
布市,002029
布師田,009071
布忍,007657
布施,007347
布施屋,008346
布田,003975
布袋,005063
布部,000144
希望が丘高校前,008806
希望ヶ丘,004652
帖佐,010013
帝塚山,007538
帝塚山三丁目,007547
帝塚山四丁目,007559
帯広,000330
帯織,001432
帯解,007458
帷子ノ辻,005933
常山,007775
常永,004152
常滑,006332
常澄,002364
常盤,005910
常盤,007766
常盤,008641
常盤平,003085
常葉大学前,006542
常陸多賀,002129
常陸大子,001825
常陸大宮,002133
常陸太田,002154
常陸津田,002266
常陸青柳,002296
常陸鴻巣,002199
幌別,000400
幌南小学校前,000288
幌向,000178
幌平橋,000276
幌延,000008
幌糠,000064
幕別,000336
幕張,003919
幕張本郷,003815
幡ヶ谷,003791
幡屋,005012
幡生,008592
干拓の里,009711
干潟,003478
平井,008805
平井,003561
平倉,000922
平内,000640
平原,002414
平和,000266
平和公園,009808
平和台,003000
平和台,003228
平和島,004294
平和通,008688
平和通一丁目,008736
平城,007072
平城山,007023
平塚,005034
平子,006278
平安通,005366
平山,005173
平山城址公園,003990
平岡,005175
平岩,001734
平岸,000285
平岸,000120
平川,010096
平成,009801
平戸橋,005651
平木,008298
平木田,001233
平松,006676
平林,007575
平林,001219
平沼橋,004653
平泉,000964
平津,005882
平津戸,000822
平滝,001694
平田,005666
平田,000930
平田,009636
平田,002551
平田町,006377
平磯,002339
平福,005848
平端,007585
平群,007514
平賀,000597
平野,007505
平野,007546
平野,006391
平野,001346
平針,005618
平間,004336
平館,000737
幸,009710
幸崎,009478
幸手,002672
幸浦,004951
幸田,006411
幸谷,003043
幾寅,000170
広,008372
広丘,002578
広原,009951
広域公園前,007960
広大附属学校前,008125
広小路,001851
広小路,006758
広尾,003969
広島,008029
広島港（宇品）,008159
広島駅,008038
広川ビーチ,008569
広戸,000568
広木,010058
広瀬通,001173
広田,001443
広畑,006641
広神戸,004766
広貫堂前,001973
広野,006240
広野,001582
広野ゴルフ場前,006744
広電五日市,008132
広電宮島口,008244
広電廿日市,008150
広電本社前,008107
広電西広島（己斐）,008035
広電阿品,008226
庄内,009542
庄内,006832
庄内緑地公園,005310
庄内通,005338
庄川口,001807
床波,008628
庚申塚,003319
府中,003821
府中,008496
府中,007677
府中,004277
府中本町,003876
府中競馬正門前,003856
府屋,001065
座間,004584
庭坂,001363
庭瀬,007461
庶路,000316
延岡,009864
延徳,001887
延方,002821
建部,006461
廿日市,008148
廿日市市役所前（平良）,008158
弁天島,007150
弁天橋,004536
弁天町,007285
弓ヶ浜,004627
弓削,006249
引治,009483
引田,008377
弘前,000586
弘前学院大前,000598
弘前東高前,000591
弘明寺,004761
弘明寺,004756
弘高下,000590
弥五島,001561
弥刀,007468
弥富,005655
弥彦,001390
弥生,007744
弥生が丘,009309
弥生台,004742
強羅,005231
当別,000151
当麻,000075
当麻寺,007801
形原,006638
彦山,009249
彦崎,007727
彦根,005176
彦根口,005221
彩都西,006427
彫刻の森,005246
影森,002799
影野,009431
彼杵,009605
後三年,000875
後免,009057
後免中町,009072
後免東町,009078
後免町,009077
後免西町,009070
後台,002235
後楽園,003542
後潟,000506
後藤,004710
後閑,001977
御井,009396
御代志,009668
御代田,002395
御厨,009337
御厨,006979
御器所,005526
御坊,008657
御堂,000727
御室仁和寺,005890
御宿,005404
御岳堂,001044
御岳山,003114
御崎,000408
御崎公園,007404
御嵩,004744
御嵩口,004734
御嶽,003087
御嶽山,004273
御幣島,007011
御幸橋,008110
御幸辻,008194
御影,006951
御影,007003
御影,000323
御徒町,003555
御成門,003911
御所,007914
御来屋,004483
御殿場,005115
御殿山,006495
御油,006451
御着,006558
御花畑,002768
御茶ノ水,003615
御門台,005979
御陵,006026
御陵前,007682
御領,007700
御領,010113
徳丸,004933
徳佐,008021
徳力公団前,008781
徳力嵐山口,008786
徳和,007721
徳宿,002554
徳山,008529
徳島,008493
徳庵,007131
徳永,003079
徳沢,001402
徳田,006514
徳田,001683
徳益,009562
徳重,005713
徳重・名古屋芸大,005220
心斎橋,007252
心臓血管センター,002265
忍ヶ丘,006855
忍海,007893
志久,002770
志井,008811
志井,008792
志井公園,008798
志和口,007716
志和地,006873
志布志,010091
志度,008227
志摩横山,008206
志摩磯部,008128
志摩神明,008238
志摩赤崎,007906
志文,000172
志木,003049
志村三丁目,003158
志村坂上,003165
志染,006704
志比堺,002631
志津,003482
志紀,007606
志茂,003153
志貴野中学校前,001845
志賀,005345
志賀本通,005365
志都美,007702
忠岡,007867
忠海,008199
思川,002349
思案橋,009841
急患医療センター前,001854
恋し浜,000952
恋ヶ窪,003520
恋山形,005219
恩智,007578
恩根内,000019
恩田,004377
恵み野,000337
恵庭,000340
恵我ノ荘,007674
恵比寿,003991
恵比島,000067
恵比須,006643
恵美須町,007399
恵良,009456
恵那,004662
愛し野,000070
愛・地球博記念公園,005422
愛別,000054
愛大医学部南口,008816
愛子,001165
愛宕,001096
愛宕,002832
愛宕橋,001195
愛山,000063
愛本,001760
愛環梅坪,005682
愛甲石田,004771
愛知大学前,006864
愛知川,005428
愛知御津,006576
愛野,009736
愛野,006823
感田,008853
慈眼寺,010086
慶徳校前,009764
成城学園前,004036
成増,003156
成岩,006346
成島,001283
成島,002489
成東,004189
成瀬,004414
成田,003161
成田湯川,003093
成田空港,003203
我孫子,007611
我孫子,002965
我孫子前,007609
我孫子町,007595
我孫子道,007607
戸倉,002185
戸出,001972
戸坂,007955
戸塚,004818
戸塚安行,002988
戸手,007739
戸沢,000761
戸狩野沢温泉,001727
戸田,005581
戸田,008499
戸田,003052
戸田公園,003072
戸田小浜,007278
戸畑,008667
戸綿,006485
戸越,004161
戸越公園,004186
戸越銀座,004155
戸部,004660
戸頭,002868
房前,008207
所沢,003131
扇大橋,003209
扇田,000678
扇町,007061
扇町,004518
手ノ子,001267
手力,004834
手原,005887
手柄,006541
手樽,001099
手稲,000192
打井川,009549
打保,002294
打出,006921
打田,008312
打越,009726
払川,000839
扶桑,004947
折原,002633
折口,009936
折壁,000971
折尾,008707
折居,006512
折本,002365
折渡,000853
折生迫,009992
抜海,000003
抜里,006181
押上,003526
押切,001458
押部谷,006812
押野,002138
拓北,000174
拝島,003462
持田,002593
指宿,010115
指扇,002891
挿頭丘,008317
掖上,007932
掛川,006746
掛川市役所前,006743
掛澗,000418
採銅所,008889
接岨峡温泉,005418
揖屋,004750
揖斐,004616
摂待,000768
摂津,006713
摂津富田,006467
摂津市,006695
摂津本山,006941
摩周,000126
摩耶,007033
摩耶ケーブル,006971
摺沢,000961
撫牛子,000582
撫養,008417
播州赤穂,006811
播磨,005746
播磨下里,006345
播磨徳久,006055
播磨新宮,006262
播磨横田,006287
播磨町,006995
播磨高岡,006462
撮影所前,005930
放出,007162
教会前,008427
教育大前,008808
敦賀,004003
敬川,006109
整備場,004348
敷地,006510
敷島,002144
敷戸,009534
敷浪,001766
文の里,007486
文化の森,008537
文挟,002037
文珠通,009121
斎宮,007757
斗米,000662
斗賀野,009266
新さっぽろ,000277
新ノ口,007787
新三河島,003339
新三田,006289
新三郷,002990
新上挙母,005761
新下関,008577
新中川町,009824
新中野,003638
新丸子,004287
新井,005262
新井,001675
新井口,008114
新井宿,003017
新井薬師前,003489
新今宮,007423
新今宮駅前,007427
新代田,003901
新伊丹,006734
新伊勢崎,002396
新倉敷,007697
新入,008849
新八代,009869
新八日市,005665
新八柱,003106
新函館北斗,000429
新利府,001128
新前橋,002301
新加納,004832
新加美,007523
新千歳空港,000357
新千葉,004172
新南陽,008504
新原,009056
新取手,002888
新古河,002550
新可児,004760
新吉久,001818
新吉野,000358
新在家,007020
新地,001313
新地中華街,009839
新城,006308
新堂,006536
新夕張,000324
新大久保,003601
新大塚,003431
新大宮,007176
新大工町,009825
新大平下,002367
新大村,009648
新大楽毛,000305
新大津,005211
新大牟田,009591
新大阪,006911
新子安,004562
新守山,005332
新守谷,002809
新安城,006072
新宮,008874
新宮中央,008886
新宮川,001902
新家,008120
新宿,003700
新宿三丁目,003689
新宿御苑前,003707
新宿西口,003669
新富士,005554
新富士,000308
新富山口,001898
新富町,003833
新富町,001936
新小岩,003486
新小平,003385
新小金井,003653
新尾道,007969
新居,006694
新居浜,008634
新居町,007111
新屋,002252
新屋,000803
新屋敷,010052
新山口,008476
新岩国,008430
新島々,002555
新崎,001290
新川,008843
新川,002241
新川,006782
新川,000204
新川崎,004358
新川橋,005374
新川町,000456
新川町,006315
新市,007720
新平野,004609
新広,008370
新庄,001004
新庄田中,001941
新庚申塚,003310
新府,003344
新座,003081
新得,000213
新御徒町,003556
新御茶ノ水,003645
新所原,006960
新所沢,003077
新改,008946
新整備場,004393
新日本橋,003703
新日鉄前,005869
新旭,004955
新旭川,000090
新月,000981
新木,009110
新木,002983
新木場,003997
新木屋瀬,008832
新木曽川,004989
新札幌,000278
新杉田,004872
新村,002528
新松戸,003045
新松田,004981
新板橋,003268
新柏,003026
新柴又,003244
新栃木,002290
新栄町,009608
新栄町,005453
新桐生,002278
新桜台,003311
新森古市,007001
新検見川,003965
新横浜,004501
新橋,003872
新正,006170
新水俣,009918
新水前寺,009770
新水前寺駅前,009771
新江古田,003367
新河岸,002937
新治,002378
新津,001349
新津田沼,003694
新浜松,007064
新浦安,003978
新深江,007297
新清水,005922
新清洲,005323
新潟,001296
新潟大学前,001318
新瀬戸,005289
新狭山,002963
新玉名,009638
新王寺,007615
新琴似,000193
新瑞橋,005632
新田,001327
新田,006379
新田,001027
新田,002994
新田原,008898
新田塚,002638
新田老,000779
新田辺,006538
新田野,005169
新町,009757
新町,002458
新町口,001814
新疋田,004256
新発田,001281
新白岡,002716
新白島,008002
新白河,001629
新百合ヶ丘,004227
新相ノ木,001920
新石切,007215
新祝園,006795
新神戸,007054
新福井,002685
新福島,007104
新秋津,003152
新羽,004439
新羽島,005069
新習志野,003863
新能町,001826
新舞子,006194
新船橋,003518
新芝浦,004547
新花巻,000863
新茂原,004683
新蒲原,005630
新藤原,001761
新西大寺町筋,007375
新西脇,006108
新西金沢,002125
新見,006070
新谷,009213
新豊橋,006789
新豊津,008914
新豊洲,003981
新豊田,005730
新越谷,002960
新道東,000199
新那加,004828
新郷,005737
新郷,002564
新里,000594
新里,002240
新野,008744
新野,005832
新金岡,007690
新金谷,006517
新鉾田,002576
新鎌ヶ谷,003146
新長田,007386
新開地,007241
新関,001364
新青森,000531
新静岡,006116
新須屋,009692
新飯塚,008955
新馬場,004153
新高円寺,003632
新高岡,001886
新高島,004647
新高島平,003112
新高徳,001812
新魚津,001777
新鳥栖,009331
新鵜沼,004838
新鶴,001451
新鶴羽,009898
新鹿,008646
新鹿沼,002118
新黒部,001745
方南町,003751
方谷,006374
於福,008356
旅伏,004763
旗の台,004219
日の出,003979
日ノ出町,004696
日下,009216
日代,009594
日光,001862
日出,009334
日出塩,002702
日出谷,001387
日切,006465
日前宮,008376
日南,010030
日原,007769
日吉,005489
日吉,004351
日吉本町,004366
日吉町,006113
日向,004096
日向住吉,009947
日向前田,009958
日向北方,010089
日向和田,003121
日向大束,010087
日向市,009880
日向庄内,009999
日向新富,009933
日向沓掛,009973
日向長井,009856
日和佐,008869
日和田,001491
日奈久温泉,009878
日宇,009560
日岡,006718
日当,004280
日当山,009998
日御子,002208
日暮里,003417
日本へそ公園,006003
日本ライン今渡,004726
日本大通り,004686
日本橋,007312
日本橋,003756
日根野,008072
日比谷,003802
日比野,005579
日比野,005483
日永,006174
日生,006901
日生中央,006294
日田,009391
日登,005168
日立,002079
日立木,001369
日羽,006999
日華化学前,002657
日詰,000845
日赤病院前,008099
日進,002862
日進,000024
日進,005633
日野,005948
日野,002016
日野,003779
日野春,003108
日長,006161
旦過,008689
旧居留地・大丸前,007152
早口,000665
早岐,009568
早島,007596
早川,005261
早戸,001478
早月加積,001808
早来,000359
早瀬,005800
早稲田,003570
早稲田,003514
早通,001291
早雲の里荏原,007619
早雲山,005247
旭,009129
旭,003457
旭ヶ丘,009868
旭ヶ丘,001144
旭ヶ丘,001834
旭前,005315
旭川,000095
旭川四条,000094
旭橋,010137
旭町一丁目,009147
旭町三丁目,009151
旭駅前通,009148
昆布,000356
昆布盛,000149
明大前,003846
明峰,002233
明戸,002585
明星,007774
明智,004725
明智,005100
明治神宮前,003844
明石,007428
明神,001983
明科,002345
明見橋,009075
明覚,002752
明野,007793
星ヶ丘,006597
星ヶ丘,005488
星川,005789
星川,004655
星田,006756
星置,000184
春日,009210
春日,003529
春日井,005253
春日井,005234
春日原,009207
春日居町,003808
春日山,001613
春日川,008182
春日町,006105
春日部,002785
春日野道,007067
春日野道,007078
春木,007890
春木場,000797
春江,002602
春田,005550
春賀,009150
昭和,004503
昭和島,004312
昭和橋,000453
昭和町,008171
昭和町,007499
昭和町通,009778
昭島,003507
是政,003944
時又,004639
時庭,001238
普代,000728
晴山,000874
智北,000022
智恵文,000023
智頭,005190
暁学園前,005872
暘谷,009332
曙橋,003673
曙町,009170
曙町東町,009167
曲沢,000887
曳舟,003479
曳馬,006913
曽山寺,009987
曽根,006741
曽根,006665
曽根田,001367
曽波神,001074
曽谷,002190
替佐,001828
最上,001007
月ヶ瀬口,006785
月寒中央,000296
月岡,001312
月岡,002050
月島,003889
月崎,005108
月江寺,004543
月田,005840
月見山,007420
有井,008692
有井川,009606
有佐,009865
有備館,001036
有壁,000987
有家,000656
有岡,009633
有峰口,002102
有年,006494
有戸,000512
有明,004064
有明,002332
有明テニスの森,004037
有明湯江,009687
有松,005774
有栖川,005932
有楽町,003795
有珠,000386
有田,009543
有畑,000492
有間川,001605
有馬口,006650
有馬温泉,006633
服部,007144
服部天神,006781
服部川,007528
朝倉,009168
朝倉,006038
朝倉神社前,009165
朝倉街道,009261
朝倉駅前,009171
朝地,009617
朝日,005871
朝日ヶ丘,004585
朝日大塚,005830
朝日通,010037
朝日野,005875
朝来,008896
朝潮橋,007370
朝熊,007891
朝菜町,002006
朝里,000168
朝陽,001998
朝霞,003097
朝霞台,003061
朝霧,007453
木ノ下,002922
木ノ本,004509
木上,009913
木下,003022
木与,007768
木古内,000477
木場,003840
木場茶屋,009997
木太東口,008231
木太町,008209
木尾,004211
木屋瀬,008836
木屋町,008720
木岐,008846
木崎,002460
木幡,006247
木幡,006842
木幡,006254
木戸,001562
木更津,004882
木曽川,004974
木曽川堤,004932
木曽平沢,002789
木曽福島,003015
木次,005129
木津,006859
木津,006896
木津川,007406
木津川台,006848
木津用水,004925
木田,005372
木知原,004464
木花,009977
木葉,009658
木見,007780
木造,000543
木野,005763
木野山,006518
末広,000677
末広町,003586
末広町,000464
末広町,001866
末恒,004446
末続,001599
末野原,005857
本中野,002475
本俣賀,007414
本八幡,003449
本八戸,000622
本千葉,004236
本厚木,004715
本吉原,005491
本名,001492
本城,008693
本塩釜,001127
本妙寺入口,009744
本宮,001455
本宮,002100
本宿,002195
本宿,006327
本山,008448
本山,009511
本山,005482
本川内,009718
本川町,008034
本川越,002895
本巣,004558
本庄,002503
本庄早稲田,002525
本所吾妻橋,003538
本星崎,005732
本楯,000968
本津幡,001982
本牟田部,009330
本由良,008555
本町,007195
本町一丁目,008756
本町三丁目,008748
本町五丁目,008727
本町六丁目,008719
本町四丁目,008735
本竜野,006404
本笠寺,005701
本納,004575
本荘,002542
本蓮沼,003193
本諫早（諫早市役所前）,009704
本輪西,000405
本通,008060
本郷,009321
本郷,008000
本郷,002005
本郷,005430
本郷三丁目,003546
本郷台,004919
本銚子,003384
本長篠,006228
本陣,005426
本駒込,003441
本鵠沼,005022
本黒田,005824
札内,000333
札幌,000227
札弦,000086
札木,006773
札苅,000475
朽網,008809
杁ヶ池公園,005443
杉並町,000442
杉原,002246
杉塘,009746
杉山,007214
杉崎,002488
杉戸高野台,002700
杉本町,007623
杉河内,009445
杉田,004877
杉田,001436
村上,001203
村上,003446
村井,002562
村山,002007
村山,001072
村崎野,000886
村野,006620
杜せきのした,001215
来宮,005702
来待,004764
来迎寺,001510
杭瀬,006986
東あずま,003548
東一身田,006802
東三国,006869
東三日市,001741
東三条,001415
東上,006375
東下条,001378
東中央町,007405
東中山,003496
東中津,009039
東中神,003562
東中野,003549
東中間,008793
東久根別,000435
東久留米,003217
東二見,007076
東京,003766
東京,003785
東京テレポート,004108
東京ディズニーシー･ステーション,004106
東京ディズニーランド･ステーション,004058
東京ビッグサイト,004087
東京国際クルーズターミナル,004128
東仙台,001158
東伏見,003408
東佐野,007989
東光寺,001427
東免田,009906
東八尾,002080
東八森,000655
東八町,006764
東刈谷,006111
東別府,009440
東別院,005525
東加古川,006854
東北沢,003880
東北福祉大前,001154
東区役所前,000218
東十条,003210
東千葉,004151
東名,001110
東名古屋港,005727
東向島,003442
東向日,006180
東吾野,002936
東員,005747
東唐津,009283
東園,009701
東垂水,007511
東城,006305
東塩釜,001123
東多久,009419
東多良木,009899
東大前,003481
東大和市,003365
東大垣,004897
東大宮,002838
東大島,003695
東大崎,001045
東大手,005408
東大更,000752
東大館,000666
東天下茶屋,007500
東姫路,006523
東室蘭,000406
東宮原,002844
東宿毛,009646
東富山,001872
東富岡,002467
東寺,006099
東小泉,002471
東小浜,004567
東小諸,002397
東小金井,003594
東尾久三丁目,003284
東尾道,007962
東屯田通,000290
東山,005969
東山,007431
東山・おかでんミュージアム,007397
東山代,009429
東山公園,004735
東山公園,005500
東山北,004952
東山梨,003663
東山田,004350
東岡山,007173
東岡崎,006185
東岩槻,002813
東岩瀬,001852
東岸和田,007939
東川口,002956
東工業前,009068
東市来,010024
東幡豆,006681
東広島,008080
東府中,003850
東成岩,006380
東成田,003189
東我孫子,002972
東戸塚,004741
東所沢,003100
東新宿,003612
東新川,002237
東新川,008632
東新庄,001938
東新木,009106
東新津,001357
東新湊,001815
東新潟,001304
東新町,006296
東日本橋,003676
東旭川,000092
東本願寺前,000259
東札幌,000258
東村山,003220
東松原,003899
東松山,002717
東松戸,003187
東松江,004697
東松江,008343
東松阪,007695
東枇杷島,005393
東林間,004457
東柏崎,001519
東栄,005881
東根,001075
東根室,000141
東桂,004410
東梅田,007074
東森,000422
東横田,004875
東武ワールドスクウェア,001787
東武動物公園,002728
東武和泉,002403
東武宇都宮,002116
東武日光,001859
東武竹沢,002666
東武練馬,003194
東武金崎,002206
東比恵,009032
東毛呂,002839
東水巻,008759
東水戸,002329
東池袋,003432
東池袋四丁目,003436
東津山,005806
東浜,004240
東浦,006195
東浦和,002980
東浪見,004976
東海,002207
東海大学前,004909
東海学園前,009745
東海神,003566
東海通,005660
東淀川,006878
東清川,004860
東湊,007699
東滑川,001804
東滝川,000115
東照宮,001156
東犀川三四郎,008928
東玉出,007525
東甘木,009597
東生駒,007138
東田,006767
東田坂上,006766
東田子の浦,005570
東田平,009343
東白楽,004572
東白石,001261
東相内,000079
東矢本,001090
東石黒,002099
東神奈川,004596
東福寺,006093
東福山,007850
東福島,001352
東福生,003282
東福間,008840
東秋留,003433
東粉浜,007553
東結城,002433
東総元,005207
東総社,007239
東美浜,004164
東羽衣,007762
東能代,000692
東舞鶴,004621
東船岡,001253
東船橋,003613
東花園,007363
東花輪,004252
東萩,007986
東葉勝田台,003487
東藤原,005537
東藤島,002649
東行田,002580
東觜崎,006343
東諫早,009693
東貝塚,007950
東赤坂,004851
東逗子,005118
東郡家,004747
東部市場前,007479
東郷,008822
東都筑,006677
東都農,009896
東酒田,000984
東野,006091
東野,004687
東野尻,002057
東金,004339
東金井,001157
東金沢,002076
東釧路,000309
東銀座,003838
東長原,001434
東長崎,003393
東長沢,001025
東門前,004408
東開聞,010120
東陽町,003839
東雲,004034
東雲,004606
東青原,007643
東青山,007247
東青梅,003113
東青森,000538
東静岡,006085
東須磨,007400
東飯能,002997
東館,001751
東高円寺,003628
東高崎,009974
東高須,008067
東鳴尾,007010
東鷲宮,002643
東鹿越,000169
杵築,009303
松が谷,004077
松ノ浜,007824
松ノ馬場,005784
松ヶ崎,005827
松ヶ崎,007620
松ヶ浦,010107
松下,007847
松丸,009484
松久,002563
松井山手,006484
松井田,002413
松任,002160
松倉,000924
松前,008828
松原,009626
松原,003915
松原湖,002690
松塚,007795
松尾,007963
松尾,009713
松尾,004054
松尾八幡平,000732
松尾大社,006010
松尾寺,004565
松屋町,007250
松山,008765
松山,008923
松山市,008773
松山市駅,008772
松山町,001066
松岡,002637
松岸,003317
松島,001107
松島二丁目,008186
松島海岸,001113
松崎,009310
松崎,004620
松川,001405
松戸,003136
松戸新田,003109
松木平,000604
松本,002506
松森,004442
松橋,009858
松永,007936
松江,004638
松江しんじ湖温泉,004625
松江イングリッシュガーデン前,004599
松江フォーゲルパーク,004607
松浦,009363
松浦発電所前,009357
松田,004977
松田町,007472
松神,000612
松草,000816
松葉,000775
松虫,007487
松阪,007664
松陰神社前,004017
松風町,000460
松飛台,003169
板倉東洋大前,002520
板宿,007372
板持,008157
板東,008441
板柳,000565
板橋,003286
板橋区役所前,003245
板橋本町,003216
板荷,002056
板谷,001342
板野,008453
枇杷島,005349
枕崎,010104
林,001913
林崎,000567
林崎松江海岸,007415
林道,008222
林野,005937
林間田園都市,008152
枚岡,007287
枚方公園,006580
枚方市,006563
枝光,008690
枝川,009169
枡形,009140
柏,002984
柏たなか,002900
柏の葉キャンパス,002935
柏原,007636
柏原,005598
柏原,004982
柏原南口,007652
柏崎,001523
柏木平,000899
柏木町,000443
柏林台,000326
柏森,004980
柏矢町,002388
柏農高校前,000585
柏陽,000076
柘植,006448
柚木,006092
柚木,005508
柚須,008994
柱野,008450
柳,006385
柳ヶ浦,009103
柳井,008613
柳井港,008621
柳原,008626
柳原,002003
柳原,000907
柳小路,005035
柳川,007333
柳本,007708
柳橋,001793
柳津,001043
柳津,004931
柳瀬,008323
柳瀬川,003038
柳生,002539
柳生橋,006816
柳田,000917
柴原阪大前,006627
柴又,003232
柴宿,000960
柴山,003993
柴島,006931
柴崎,003959
柴崎体育館,003697
柴平,000675
柴橋,001105
柴田,005757
柿ケ島,002798
柿下温泉口,008942
柿崎,001554
柿平,006054
柿生,004263
栂・美木多,007877
栃原,007944
栃屋,001752
栃木,002313
栄,006814
栄,007756
栄,005459
栄生,005407
栄町,000194
栄町,004169
栄町,003253
栄町,005455
栄町,001961
栗丘,000211
栗山,000239
栗平,004214
栗東,005862
栗林,008208
栗林公園,008213
栗林公園北口,008203
栗橋,002592
栗沢,000191
栗熊,008363
栗田,004389
栗野,009952
栢山,005088
根室,000140
根小屋,002441
根岸,004772
根岸,001459
根府川,005342
根本,004938
根津,003483
根知,001706
根笠,008389
根雨,005255
桂,006103
桂台,000036
桂川,009042
桂川,006152
桂根,000811
桂瀬,000713
桃内,001450
桃園,007353
桃山,006229
桃山南口,006235
桃山台,006664
桃山御陵前,006225
桃川,009437
桃谷,007380
桐原,001999
桐原,001425
桐生,002255
桐生球場前,002239
桑名,005776
桑名川,001703
桑園,000223
桑川,001111
桑折,001323
桑町,006817
桑野,008694
桔梗,000433
桔梗が丘,007469
桜,006024
桜,005678
桜ノ宮,007050
桜ヶ丘,004676
桜上水,003862
桜井,007810
桜井,006560
桜井,006269
桜台,009267
桜台,003321
桜坂,009064
桜山,005563
桜岡,000082
桜島,007364
桜島桟橋通,010034
桜川,005787
桜川,007296
桜川,007294
桜新町,004078
桜木,004081
桜木,006719
桜木町,004675
桜本町,005667
桜橋,005941
桜橋,001950
桜水,001354
